,title,revised_salary,rel_title,ranking,category,salary_level,state,suburb
1092,eCommerce Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1096,SAP HCM Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Parramatta
1099,Stress Testing Project Traded Market Risk – Business Analyst / Consultant,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1102,"Business Analyst | $110,000 + | Media | AGILE | CBD | Award Winning",113333.33333333333,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1107,Operational Risk Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1115,Business Analyst - Government,189875.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1121,Senior Business Analyst | Trade Reporting (OTC),145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
1125,Business Analyst (Unit Pricing),105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1131,"Principal Business Analyst, Banking Platform",105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1134,Senior Data Scientist - Production Machine Learning Experience,135000.0,Data Scientist,Senior,Data ScientistSenior,high,NSW,Sydney
1135,Business Analyst - Cloud,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,SydneyCentralBusinessDistrict
1137,Technical Business Analyst / Developer - Banking | Reporting | SQL,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1138,Business Analyst - Finance/ICT - NSW Government,171500.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1142,Business Analyst - Global Organisation,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1154,Business Analyst - Technical - Print and Imaging,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1156,"Senior Business Analyst, Regulatory Reporting Change",196000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
1158,data scientist x2 (junior-mid level),85000.0,Data Scientist,Junior,Data ScientistJunior,low,NSW,SydneyCentralBusinessDistrict
1174,Salesforce Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,SydneyCentralBusinessDistrict
1176,Senior Business Analyst (FP&A experience required),145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,NorthSydney
1179,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
1183,Technical Business Analyst | Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1206,"Mid-Senior Business Analyst - EDW, BI and BPMN Experience",145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
1208,"Technical Business Analyst - Data. Global Finance Firm, CBD",105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1211,Business Analyst - 12 Months Contract,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1214,"Business Analyst | $105,000 | Media | AGILE | CBD | CRM / SaaS",101666.66666666667,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1219,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,NorthernBeaches
1220,Business Analyst - Clinical Systems,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,NorthernBeaches
1225,Data Analyst - Full Service Agency,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
1226,Senior Business Analyst | NSW Government,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
1235,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
1237,Security Business Analyst (Contract),105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1239,Senior Business Analyst - Salesforce,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
1243,Digital Business Analyst - Fintech (Payments) - Sydney,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1246,Business Analyst - Technical - Print and Imaging,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1249,Business Analyst - Startup,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1252,Senior Business Analyst | ASX listed Fintech / CBD,125000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
1255,Technical Business Analyst - Government Client,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1260,SAP Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1282,Senior Business Analyst - GDPR,183750.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
1293,Senior Business Analyst (Process Design),145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,SydneyOlympicPark
1297,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
1313,Senior Business Analyst - Business Banking,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,SydneyOlympicPark
1326,"Data Scientists/Insights Professionals, Western Subs, Sydney",150000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
1328,Security Business Analyst (Contract),39200.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1329,Business Analyst - Government,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1330,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
1332,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
1341,Senior Technical Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,SydneyCentralBusinessDistrict
1345,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
1347,Senior Business Analyst | NSW Government,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
1365,"Technical Business Analyst - Data. Global Finance Firm, CBD",105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1380,Snr Business Analyst - Financial Markets - Trade Reporting,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1381,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,SydneyCentralBusinessDistrict
1402,Recruitment Consultant Trainee - Pharmacist or Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,NorthernBeaches
1403,Business Analyst - Customer Experience,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,SydneyCentralBusinessDistrict
1405,Senior Business Analyst (Banking),145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,SydneyCentralBusinessDistrict
1415,Senior Data Scientist/ Machine learning engineer,140000.0,Data Scientist,Senior,Data ScientistSenior,high,NSW,Sydney
1442,Senior Data Scientist,135000.0,Data Scientist,Senior,Data ScientistSenior,high,NSW,Sydney
1447,Lead Data Scientist,165000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
1460,"Data Scientist - Sydney, permanent, Spark, Scala, Python - build custom models",160000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
1483,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
1523,Lead Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
1531,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,NorthShore
1591,Data Scientist,120000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
1626,data analyst (power bi/tableau),85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Mascot
1774,Technical Business Analyst - Software Solutions,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1788,TECHNICAL BUSINESS ANALYST!,100000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1804,Functional Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1864,Technical Business Analyst,115000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
1942,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
1943,Junior data scientist/machine learning engineer,90000.0,Data Scientist,Junior,Data ScientistJunior,low,NSW,Sydney
1946,Data Scientist,87500.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
1950,"Data Scientist, Growth Analytics",125000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
1960,Junior Data Scientist,80000.0,Data Scientist,Junior,Data ScientistJunior,low,NSW,Sydney
1980,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
1990,Senior Data Scientist,135000.0,Data Scientist,Senior,Data ScientistSenior,high,NSW,Sydney
1992,"Data Scientist - Sydney, Spark, Scala, Python, develop custom Machine Learning",160000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
2011,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,SydneyCentralBusinessDistrict
2023,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
2026,Data Scientist/ Data Engineer,125000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
2030,Senior Data Scientist & Data Scientist - Perm Roles,135000.0,Data Scientist,Senior,Data ScientistSenior,high,NSW,Sydney
2032,Data Analyst/Scientist | Global Property Co,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
2039,Data Scientist/Analyst,208250.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
2042,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
2097,Business Analyst – Financial Advice,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2172,Internship - Sydney - Business Analyst (Business Insights) Intern 2018,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2175,Customer Insights and Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
2212,Business Analyst | Business Test Analyst,80000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2227,IT Business Analyst,31850.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2232,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2237,IT Business Analyst,120000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2241,Business Analyst - Cyber Security,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,NorthRyde
2248,Data Scientist - Contract to July 2019,135000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
2263,Digital Business Analyst - Mobile apps,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2295,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
2299,Business Analyst - Mobile Apps,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2319,Digital Business Analyst,116375.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,SydneyCentralBusinessDistrict
2324,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2328,"Data Scientist, Conversational AI, Western Subs, Sydney",150000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
2341,Marketing Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,SydneyCentralBusinessDistrict
2342,Business Analyst - Tax Management Consultant,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2364,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2365,"Senior Business Analyst - Business Intelligence (BI), Data Analytics",145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,StLeonards
2422,Senior Business Analyst | Media | Marketing/Sales,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
2434,Business Analyst | Media | ASX listed,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2477,Senior Business Analyst - Life Insurance,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
2511,DATA ANALYST,83563.5,Data Analyst,Normal,Data AnalystNormal,low,NSW,
2512,Asset Data Analyst (Ongoing),78498.0,Data Analyst,Normal,Data AnalystNormal,low,QLD,Queanbeyan
2514,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,
2515,Data Analyst – Energy Strategic Partners,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Newcastle
2516,Junior Data Analyst,73220.0,Data Analyst,Junior,Data AnalystJunior,low,QLD,EightMilePlains
2521,Data Analyst (Simplification CoE),85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
2524,Asset Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,QLD,Brisbane
2526,Graduate Data Scientist,85000.0,Data Scientist,Junior,Data ScientistJunior,low,QLD,Brisbane
2529,PN784T - Data Analyst - Crown-of-thorns starfish (Until 28 June 2019),85000.0,Data Analyst,Normal,Data AnalystNormal,low,QLD,Towns
2532,"Data Analyst, Chapter Lead (Simplification CoE)",85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
2535,Data Analyst (Simplification CoE),85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
2536,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,QLD,Brisbane
2539,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
2543,Data Scientist,124521.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Geelong
2550,PACE APAC Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Broadmeadows
2555,"Senior Data Analyst, Clerk Grade 9/10 - 210294",125000.0,Data Analyst,Senior,Data AnalystSenior,med,NSW,Sydney
2563,Data Analysts,85000.0,Data Analyst,Normal,Data AnalystNormal,low,WA,Mount
2565,Senior Data Scientist,135000.0,Data Scientist,Senior,Data ScientistSenior,high,NSW,Sydney
2573,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
2574,Data Analysts,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
2575,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,WA,NewSouth
2578,Business Analysts x2 - Lidcombe - Initial 6 month contract,171500.0,Business Analyst,Normal,Business AnalystNormal,med,WA,
2579,Procurement Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
2580,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,QLD,Brisbane
2581,Data Analyst (VPSG4),88131.5,Data Analyst,Normal,Data AnalystNormal,low,VIC,MelbourneCityCentre
2583,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,ACT,Canberra
2591,Senior Data Analyst,125000.0,Data Analyst,Senior,Data AnalystSenior,med,QLD,Brisbane
2593,Compliance & Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
2604,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
2610,IT Business Analyst,87500.0,Business Analyst,Normal,Business AnalystNormal,med,WA,Geraldton
2612,Systems & Data Analyst - AML and Sanctions,85000.0,Data Analyst,Normal,Data AnalystNormal,low,QLD,Newstead
2614,Graduate Data Scientist,85000.0,Data Scientist,Junior,Data ScientistJunior,low,QLD,Brisbane
2615,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,ACT,Canberra
2621,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,
2623,Data Analyst - ActiveXchange (Sport Intelligence),60000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
2624,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,QLD,Brisbane
2628,ICT Business Analyst,95000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,FortitudeValley
2633,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,Perth
2634,Data Scientist - Customer & Innovation,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
2635,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,WA,Perth
2636,Performance Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
2644,Business Analyst (Journey Expert),105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
2645,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,QLD,Brisbane
2649,Systems Business Analyst,105275.5,Business Analyst,Normal,Business AnalystNormal,med,VIC,MelbourneCityCentre
2650,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,QLD,Brisbane
2651,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,NorthParramatta
2663,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
2670,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,PortMelbourne
2672,Data Scientist / Data Analyst - $$VG - Work to Dec 2020,85000.0,Data Analyst,Normal,Data AnalystNormal,low,ACT,Canberra
2673,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,SA,Adelaide
2674,Business Analyst - Multiple Roles,105000.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
2677,Business Analyst - Workforce Planning Data,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,HawthornEast
2687,Senior Consumer Data Analyst,125000.0,Data Analyst,Senior,Data AnalystSenior,med,VIC,Melbourne
2699,"Uber Eats Data Analyst, ANZ",85000.0,Data Analyst,Normal,Data AnalystNormal,low,ACT,Canberra
2701,Data Analyst,77500.0,Data Analyst,Normal,Data AnalystNormal,low,QLD,Lawnton
2706,Data Analyst,82500.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
2707,APS5 Data Analyst,83300.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
2714,Senior Data Scientist,135000.0,Data Scientist,Senior,Data ScientistSenior,high,VIC,Melbourne
2719,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,QLD,Brisbane
2723,Business Analyst - Security,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,
2725,Senior Data Analyst,125000.0,Data Analyst,Senior,Data AnalystSenior,med,NSW,
2731,Senior Data Analyst (Mining Systems),125000.0,Data Analyst,Senior,Data AnalystSenior,med,WA,Perth
2736,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
2737,APS 6 - ICT Business Analyst,85554.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Enoggera
2741,Senior Data Scientist,135000.0,Data Scientist,Senior,Data ScientistSenior,high,NSW,Sydney
2742,Business Analyst,90000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
2744,Data Analyst - Start-Up,82500.0,Data Analyst,Normal,Data AnalystNormal,low,WA,NewSouth
2755,"Principal Data Analyst, Business Insights",85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
2764,Graduate Data Scientist,85000.0,Data Scientist,Junior,Data ScientistJunior,low,QLD,Brisbane
2767,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,QLD,BrisbaneCentralBusinessDistrict
2774,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
2776,Financial System & Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
2779,Information Management/Data Management Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2795,"Data Analyst, Energy Markets",85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
2796,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Richmond
2801,Senior Data Scientist,135000.0,Data Scientist,Senior,Data ScientistSenior,high,WA,NewSouth
2807,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2808,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
2812,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,Perth
2818,ENERGY DATA ANALYST,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
2819,Business Analyst 4-Ops,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,NorthRyde
2820,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,WA,Perth
2837,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2839,Systems Business Analyst (VPSG5),105275.5,Business Analyst,Normal,Business AnalystNormal,med,VIC,MelbourneCityCentre
2840,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,
2845,Business Analyst,118728.5,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2846,Business Analyst (Journey Expert),105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
2847,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,WA,Perth
2848,Global Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,NeutralBay
2852,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,ACT,Canberra
2854,Data Analyst / Data Visualisation - Senior Consultant,107500.0,Data Analyst,Senior,Data AnalystSenior,med,VIC,Melbourne
2862,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,WA,NewSouth
2863,Junior Data Analyst (SAS),70000.0,Data Analyst,Junior,Data AnalystJunior,low,VIC,Melbourne
2864,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
2867,Junior Business Analyst,92120.0,Business Analyst,Junior,Business AnalystJunior,low,VIC,Geelong
2870,Data Analyst - Energy,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,
2874,Business Analyst (Business Development),105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Southbank
2875,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2877,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Melbourne
2878,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,
2881,Business Analyst - Darwin - 6 Month Parental leave Contract,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NT,Darwin
2893,Data Analyst - SAS / Excel,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
2902,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,
2905,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,ACT,Canberra
2907,Data Analyst - Core Systems Consolidation,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Gosford
2914,Logistics Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Illawarra
2918,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,ACT,Canberra
2921,Technical Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,SA,Adelaide
2926,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,SA,Adelaide
2927,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,SydneyCentralBusinessDistrict
2933,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,WA,Perth
2944,Business Analyst - 6 Month Fixed Term Contract - Sydney,83790.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2945,"IMS Project Manager, Business Analyst, AVP",105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2946,Junior Business Analyst,80000.0,Business Analyst,Junior,Business AnalystJunior,low,NSW,Sydney
2947,Senior Data Scientist,135000.0,Data Scientist,Senior,Data ScientistSenior,high,ACT,Canberra
2950,Consulting - Deloitte Digital Business Analyst,70000.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
2958,APS 5 Data Business Analyst – Dandenong,105000.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
2966,Business Analyst - Logistics and Supply Chain,77500.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
2974,Technical Business Analyst (Project Manager),105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,
2981,Data Scientist,120000.0,Data Scientist,Normal,Data ScientistNormal,med,WA,Perth
2987,Senior Business Analyst - Data Analytics & Reporting,130000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,Melbourne
2997,Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
3000,Business Analysts - Financial Services,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3009,Technical Business Analyst - North Ryde,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,NorthRyde
3013,Reg Reporting - Data Analyst,34300.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,SydneyCentralBusinessDistrict
3025,ICT Business Analyst in Australia,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,
3026,BI Data Analyst - 3 month contract,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
3028,Business Analyst/Contract Administrator,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3031,Business Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,SA,Adelaide
3032,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
3044,R Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
3049,Project Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
3051,Technical Business Analyst | Performance & Data Analytics,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
3062,Senior Data Analyst,130000.0,Data Analyst,Senior,Data AnalystSenior,med,NSW,NorthSydney
3069,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,ACT,Canberra
3074,Data Analyst,85000.0,Data Analyst,Normal,Data AnalystNormal,low,QLD,Brisbane
3078,Digital Utility Lead Data Scientist/Data architect,125000.0,Data Scientist,Normal,Data ScientistNormal,med,VIC,Frankston
3080,Data Scientist/Analyst,208250.0,Data Scientist,Normal,Data ScientistNormal,med,NSW,Sydney
3083,Data scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,ACT,Canberra
3085,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,QLD,Brisbane
3088,Data Scientist,264600.0,Data Scientist,Normal,Data ScientistNormal,med,ACT,Canberra
3095,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,ACT,Canberra
3101,Digital Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Sydney
3103,Business Analyst - Health Sector,30625.0,Business Analyst,Normal,Business AnalystNormal,med,WA,NewSouth
3106,Data Analyst | SQL Development,85000.0,Data Analyst,Normal,Data AnalystNormal,low,QLD,Brisbane
3110,Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
3119,Data Analyst/Engineer,90000.0,Data Analyst,Normal,Data AnalystNormal,low,VIC,Melbourne
3126,Work and Settle in Australia ICT Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,
3128,Data Analyst - Fin Tech,85000.0,Data Analyst,Normal,Data AnalystNormal,low,NSW,Sydney
3131,Data Scientist / R Programmer - Contract,125000.0,Data Scientist,Normal,Data ScientistNormal,med,QLD,Brisbane
3134,Data Scientist,125000.0,Data Scientist,Normal,Data ScientistNormal,med,WA,NewSouth
