	description	location	salary	title
1289	"Do you want to be at the front of the curve and the last stop before customers?
As a Senior Javascript Developer, You'll be directly impacting the customer experience through the implementation of new features and functionalities into our products. You'll typically work in two ways, either as part of a fast moving and product-focused team delivering features with focus on user experience, or cross-product where you'll focus on new improvements to our software that enables all users to benefit. Either way, You'll never be bored and you'll always be challenged (And you are probably the type that likes it this way).

Atlassian is able to provide relocation assistance and sponsorship to work in Sydney for this role.

About the team

We are always growing, learning, and adapting, in and out of the office. You'll be joining a team that is highly engaged and direct. We help each other to constantly improve our work and help each other reach our potential. We're dedicated to being agile, which means we're constantly learning about our users' experience and iterating as much as necessary to improve it. We also know all too well the importance of validating assumptions about users and use various types of testing to ensure we're right (or discover where we're wrong). It's all about improving our user's experience no matter who or where it is. Some Developer roles at Atlassian require international travel 1-4 times per year. Your recruiter will discuss whether this is a requirement for during your initial conversation with us. To learn more about working with the Engineering Team at Atlassian, check out our Engineering Team page!

We believe that the unique contributions of all Atlassians is the driver of our success. To make sure that our products and culture continue to incorporate everyone's perspectives and experience we never discriminate on the basis of race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status.
About you:
The ability to write components in vanilla JavaScript, but the intelligence to leverage existing libraries when it makes sense
We're heavily using React and Redux, and we write all new code with ES6 features, so familiarity with some or all of these is helpful
Efficient, well-structured use of HTML tags and CSS selectors/properties
Motivated person who can deliver high-quality code in a timely manner, whether working alone or in a small team
Willingness to occasionally dive in on the backend to help fix small bugs or push features forward is always appreciated
Ability to work with designers to develop dynamic user experiences
Interest in Agile methodology and open-source technology
More about our benefits

Our offices are open, highly collaborative and yes, fun! To support you at work (and play) we offer some fantastic perks: ample time off to relax and recharge, flexible working options, five paid volunteer days a year to support your favourite cause, plenty of food and drinks (including our famous 'Charlie's bar'), ergonomic workstations with sit/stand desks, unique ShipIt days, a company paid trip after five years and more.

More about Atlassian

Software is changing the world, and we’re at the center of it all. With a customer list that reads like a who's who in tech, and a highly disruptive business model, we’re advancing the art of team collaboration with products like Jira Software, Confluence, Bitbucket, and Trello. Driven by honest values, an amazing culture, and consistent revenue growth, we’re out to unleash the potential of every team. From Amsterdam and Austin to Sydney and San Francisco, we’re looking for people who are powered by passion and eager to do the best work of their lives in a highly autonomous yet collaborative, no B.S. environment.

Additional Information

We believe that the unique contributions of all Atlassians is the driver of our success. To make sure that our products and culture continue to incorporate everyone's perspectives and experience we never discriminate on the basis of race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status.

All your information will be kept confidential according to EEO guidelines."	 - Sydney NSW	Senior Javascript DeveloperAtlassian11 reviews - Sydney NSW	Senior Javascript Developer
1290	"Careers That Change Lives

We are looking to recruit a highly capable Territory Manager for our Respiratory & Monitoring Solutions team in Sydney. This is a very well-performing Sydney metro territory enjoying high market share across all products in the portfolio. Reporting to the Regional Sales Manager, you will join a team of dedicated and talented professionals and gain world-class training and development. We have an 18-month contract opportunity on offer to the successful candidate!

Be a part of a company that thinks differently to solve problems, make progress, and deliver meaningful innovations.


A Day in the Life

The RMS Territory Manager is responsible for achieving sales revenue and market share targets for our Sydney central corridor territory. The successful candidate will promote and sell our RMS products to specialists and clinical/technical professionals and practice effective territory management in terms of planning, organization and administration, along with timely and accurate expense planning and control.


Key responsibilities include:

Plan work to achieve or exceed sales targets while maintaining a professional image for Medtronic in the marketplace
Provide regular, meaningful and concise reports to the Regional Sales Manager /Sales Manager.
Provide education effectively to all clinical end users and hospital staff.
Gather market intelligence (product, price, promotion, discount etc.) by observation, discussion or research. Sources of intelligence will include customers, competitors, suppliers and anyone else affected by its range of products.
Deal with customer queries in a professional and courteous manner
Ensure the highest level of product and technical knowledge is attained and maintained
Recognize and understand competitive products, features, strengths in relation to the company’s products
Actively seek to develop and expand on territory management and selling skills
Strive to understand customer needs and provides credible alternatives that effect mutually beneficial outcomes for the customer and the company
Work individually and as part of the wider team to establish and foster strong relationships with key opinion leaders
Ensure timely follow-up and prompt resolution to customer/patient technical and product issues, including after-hours support when needed
Train Medtronic customers in the use of products where it is appropriate and where competent to do so.
Maintain good relationships with all staff at all levels and functions within the organization
Seek new business by planning meetings with key personnel
Attend conferences and trade displays as required

Must Have:

Proven sales experience, preferably in the medical device industry
Demonstrated ability to meet and achieve sales targets
Experience selling into Hospitals
A nursing background with experience working within Operating Theatres
Excellent communication and rapport building skills
Professional presentation and ‘presence’
Excellent interpersonal skills
Bachelor's degree is required

About Medtronic

Together, we can change healthcare worldwide. At Medtronic, we push the limits of what technology can do to help alleviate pain, restore health and extend life. We challenge ourselves and each other to make tomorrow better than yesterday. It is what makes this an exciting and rewarding place to be.

We can accelerate and advance our ability to create meaningful innovations – but we will only succeed with the right people on our team. Let’s work together to address universal healthcare needs and improve patients’ lives. Help us shape the future."	 - Sydney NSW	Territory Manager – Respiratory & Monitoring Solutions - SydneyMedtronic2,749 reviews - Sydney NSW	Territory Manager – Respiratory & Monitoring Solutions - Sydney
1291	"Required skill - Qualifications

12 +years of relevant design and architecture experience in IBM Cognos Business Intelligence Projects Advanced knowledge of data warehouse dimensional modelling .
Advanced knowledge of Cognos 10.x and Cognos Analytics Proficiency in Cognos architecture , report development , and administration Understand the use of JavaScript and HTML in Cognos Strong semantic data modeling skills Takes initiative and demonstrates problem -solving ability Excellent oral and written communication skills and presentation skills Experience in working on large projects .
Proficient in Microsoft Office (Word, Excel, PowerPoint , etc.) & Microsoft Project Experience in delivering Product Training on Cognos Interpersonal Skills Excellent interpersonal , communication , and organizational skills .
Excellent written and verbal communication skills - must be able to communicate fluently in English both verbally and in writing Should be extremely facts and data -oriented.
Strong communication , interpersonal , persuasion, facilitation and influencing skills .
High Energy Levels . Should be self -driven.
Strong analytical , organizational and project management skills .
Demonstrated ability to lead and work with cross -functional teams including senior level individuals .
Must be able to thrive in a fast -paced, rapidly evolving environment with varying priorities , based on a team-building culture Acceptance criteria
If you are looking for a new challenge or the next step in your career progression, please submit your updated CV in a Word Format via the apply button. For a confidential discussion, please email Jyoti Dua - Jyoti.dua@au.experis.com."	 - Sydney NSW	BI Architect LeadManpower13,851 reviews - Sydney NSWFull-time, Contract	BI Architect Lead
1292	"National client based in the CBD is currently looking for a Full Stack SQL BI Developer (SSIS, SSRS, SSAS, PowerBI) on a permanent basis.

National client based in the CBD is currently looking for a Full Stack SQL BI Developer (SSIS, SSRS, SSAS, PowerBI) on a permanent basis.
The business is continually developing its analytical and reporting capabilities, so a well-rounded BI Developer with both technical skills and stakeholder engagement skills is needed.
Not only with your role involve SQL development, but the role also requires you to have some expertise with statistical modelling.

Skill set / Experience needed:
SQL Server 2010/2012/2014/2016
Creating complex SSIS packages
SSRS development and testing
SSAS databases and cubes
DAX (Tabular development)
Supporting maintaining SQL Server, ETL packages and reports
PowerBI design and development
Dashboard and visualization design
Ensure architecture is aligned to best practices and fit for purpose
Star schema design and development
SQL Stored procedures
Statistical modelling experience - R, SAS, Python
Working with large and complex data sets
Working in an Agile environment
Creative flair when it comes to reporting and dashboarding
Excellent communication and presentation skills
Apply Today
Please send your resume by clicking on the apply button. Your application will be assessed within 3 working days. Please note only shortlisted candidates will be contacted.
Learn more about our Sydney recruitment services: https://www.roberthalf.com.au/sydney"	 - Sydney NSW	SQL BI DeveloperRobert Half Australia6,884 reviews - Sydney NSW$100,000 a year - Permanent	SQL BI Developer
1293	"THE COMPANY:
This organization is a mid-sized Financial Services-based organization who operate in the trading space and employ approximately 700+ staff across Australia.

THE ROLE:
As the Lead Database Administrator, you'll be undertaking a senior role through leading projects, setting standards & best practice, leading designs, and driving process improvements.

This is a business-critical role where you'll also be responsible for the installation, administration, monitoring, maintenance, performance tuning, and security of the company's corporate databases.

This is a newly created role due to systems expansion and to contribute to the long-term IT roadmap.

Duties include:
Troubleshoot, install, configure, build, maintain and secure corporate application databases - predominately Oracle and Microsoft SQL.

Monitor and improve database performance

Assist with performance, capacity planning and database development

Contribute to identifying process improvements

Interaction with development teams and other business stakeholders

Mix of BAU & projects.

Participate in on-call roster as required

Upcoming projects:
Introduction of Postgres & Cassandra to the tech stack

Evaluation of current processes and identifying then implementing process improvements

A SUITABLE CANDIDATE?

Suitable for Senior/Lead Database Administrator who's a technical leader capable of setting standards, implementing best practice, automating repetitive tasks, and driving process improvements.

An innovative think with an ability to consult with technical and non-technical stakeholders to elicit requirements and solve business problems is a must.

The following is required:
Extensive Microsoft SQL DBA experience inside high availability environments.

Oracle DBA skills.

Display a mindset of multitasking, maintaining stability, bolstering processes, risk assessments, and leading designs.

Data architecture and modelling experience in complex applications integration environments.

Good knowledge across Windows & Linux OS.

Programming experience.

Experience with MYSQL, Postgres, Cassandra, Oracle Rdb, and/or Netezza is beneficial.

Business Intelligence experience is beneficial.

DBA consulting experience is beneficial.

This is a full-time permanent role located in the Sydney CBD and is offering $120,000 - $130,000 including super - depending on experience


Please note, full permanent Australian working rights are required to be considered for this position and successful applicants will be contacted.

Apply Today

Please click on the apply button. Your application will be assessed within 3 working days. Please note only shortlisted candidates will be contacted.

Learn more about our Sydney recruitment services: http://www.roberthalf.com.au/recruitment-agency-sydney"	 - Sydney NSW	Lead DBA - MS SQL & OracleRobert Half Australia6,884 reviews - Sydney NSW$130,000 a year - Permanent	Lead DBA - MS SQL & Oracle
1294	About CognizantCognizant (NASDAQ: CTSH) is a leading provider of information technology, consulting, and business process services, dedicated to helping the world's leading companies build stronger businesses. Headquartered in Teaneck, New Jersey (U.S.), Cognizant combines a passion for client satisfaction, technology innovation, deep industry and business process expertise, and a global, collaborative workforce that embodies the future of work. Cognizant is a member of the NASDAQ-100, the S&P 500, the Forbes Global 2000, and the Fortune 500 and is ranked among the top performing and fastest growing companies in the world.Mandatory Skills: Good knowledge on Qlik View/Qlik Sense server architecture and having experience on Qlik View/Qlik Sense server installation & upgradeExperience in Data warehouse, ETL and Business Intelligence application developmentExperience with analytics and data science techniques, including natural language processing, random forest, clustering, optimization, and linear programmingBanking, Accounting and Financial domain experience is highly preferred.Hands on experience on Qlik NPrinting and creating MashupsExperience in interaction with business and advice on Qlik Sense adoptionExperience working on 2 Qlik Sense implementationsExperience in designing and developing Qlik Sense dashboardsExperience with Advanced Analytic solutions such as SAS, Rapid Miner or R is a plusStrong analytical skills and problem solving skillsMust possess excellent written and oral communication skillsResults-driven with the ability to take initiatives, handle multiple tasks and shifting priorities and meet deadlines.Duties and Responsibilities: Design and Develop Qlik Sense DashboardsInteract with business, mentor and advice on Qlik Sense adoptionManage installation, configuration and infrastructure of the Qlik platformMust have a strong ability and desire to assimilate and apply knowledge as well as to spread acquired knowledge and experience to other team members.Next StepsIf you would like to express interest in role, please click on the APPLY button now. Due to a high number of applicants, only shortlisted candidates will be contacted for a further discussion within 3-5 business days. We thank you for taking interest in this opportunity with us. For a complete list of opportunities with Cognizant visit http://www.cognizant.com/careers.Cognizant is committed to providing Equal Employment Opportunities. Successful candidate will be required to undergo a background check.Job Type: Full-timeSalary: $110,000.00 to $130,000.00 /year	 - Sydney NSW	Qlik ArchitectCognizant Technology Solutions10,453 reviews - Sydney NSW$110,000 - $130,000 a year	Qlik Architect
1295	Friendly Medical Practice in the heart of Castle Hill. Join our Allied Health & Health Professional Team.Psychologist required to see clients 1 to 2 days per week in private practice.Current Patient BaseCounselling,Psychology,Social WorkFlexible working conditionJob Type: SubcontractSalary: $0.00 to $30,000.00 /yearExperience:clinical: 1 year (Preferred)	 - Castle Hill NSW	Psychologist Bi Lingual (Mandarin & English)Familywise Medical Practice - Castle Hill NSWSubcontract	Psychologist Bi Lingual (Mandarin & English)
1296	"North Sydney, New South Wales AU
With all the investments made in analytics, it’s time to stop buying into partial solutions that overpromise and underdeliver. It’s time to invest in answers. Only Teradata leverages all of the data, all of the time, so that customers can analyze anything, deploy anywhere, and deliver analytics that matter most to them. And we do it at scale, on-premises, in the Cloud, or anywhere in between.
We call this Pervasive Data Intelligence. It’s the answer to the complexity, cost, and inadequacy of today’s analytics. And it's the way Teradata transforms how businesses work and people live through the power of data throughout the world. Join us and help create the era of Pervasive Data Intelligence.
COMPANY PROFILE

Teradata empowers companies to achieve high-impact business outcomes through analytics. With a powerful combination of industry expertise and leading hybrid cloud technologies for data warehousing and big data analytics, Teradata unleashes the potential of great companies. Partnering with top companies around the world, Teradata helps improve customer experience, mitigate risk, drive product innovation, achieve operational excellence, transform finance, and optimize assets. Teradata is recognized by media and industry analysts as a future-focused company for its technological excellence, sustainability, ethics, and business value. Visit teradata.com.

Think Big Analytics is a Teradata company that provides industry and business consulting, data science, solution development, business intelligence and data visualization expertise to optimize our customers’ ability to take advantage of data and analytics to deliver business value. Its focus is on delivering immediate business value to our clients by:

Business outcome-driven strategy - delivering business focused, world-class, advanced analytics to help you achieve the greatest outcome
Unparalleled expertise - Our team of over 1,000 consultants worldwide brings deep expertise in industry consulting, delivery excellence, data science, AI, analytic software development and analytics as a service
 INTRODUCTION TO THE ROLE

Teradata seeks to appoint a new and key contributor to the Think Big Analytics Business Consulting team with the aim of driving growth and success in our client base in Australia and New Zealand. As a key member of the broader account team this role will help further drive value and new opportunities for our customers and Teradata particularly in the Financial Services and Digital Transformation domain.

It is expected the candidate will exhibit a deep knowledge of the Finance industry & analytics can drive value across all sectors. The candidate is also expected to have intensive knowledge and experience in digital transformation initiatives and related data and analytics functions. The successful applicant will have been engaged in roles directly related to data and information acquisition, management and analysis. They will be driven by a desire to achieve results and quality customer engagements and will have demonstrable success supporting sales activities.
 POSITION SUMMARY

The Think Big Analytics Industry Consultant leverages his/her diverse industry experience to drive sales of Teradata business and technology solutions. He/She works to understand the client’s business, articulate industry visions and trends, and to identify opportunities to leverage Enterprise data ecosystem to support, enable and facilitate the client’s strategic business improvement and change agendas. He/She will then work in collaboration with the sales team to build, present and sell the business / technical case for relevant Teradata products and services.

He/she will be expected to establish and maintain relationships with key client personnel, developing a trusted adviser role wherever possible. They will establish or enhance executive level relationships, provide subject matter expertise on engagements, and identify new target opportunities emerging within the industry.

This role will involve building and maintaining an expert knowledge in data ecosystem software, tools and techniques and an excellent understanding of industry standards and technology trends. The Industry Consultant will be an integral team member of the account teams, building relationships with clients, both Business and IT, Sales and the Professional Services Delivery team.

Essential to the role is a capability to work in a team environment (internally and with partners and prospects/clients), and provide thought leadership and mentoring for sales executives, business and technical consultants on general business methods and practices, as well as opportunities and trends affecting their focus industry.


KEY RESPONSIBILITY AREAS

Acts as an industry spokesperson and subject matter expert articulating Teradata value to external audiences, able to articulate the value proposition and client-specific benefits of Teradata / Think Big Analytics versus major competitors
Lead in presales and consulting engagements opportunities in Finance and Insurance in ANZ
Scopes, develops, and proposes business opportunity plans for evolving the relationship with the Teradata customer, both extending existing solutions and prospecting for new, innovative opportunities
Provides subject matter expertise and presents solutions and proposals for client engagements
Mentors Solution Sales Specialists, pre-sales and post-sales consultants to infuse industry knowledge into their specific technical/business consulting expertise
Assists the sales teams develop sales strategies to drive sales and delivery of Teradata solutions
EXPERIENCE

Strong and clear understanding of Financial Services Industry (minimum 10 years experience)
Working experience with major Australian and/or global financial institutions in senior executive or management consulting roles across a range of financial services functions, operations and change programs
Strong business background to understand an organization’s strategic plan including alignment of all key corporate functions to the organizational strategy , mission, vision and corporate values
Understands key business challenges, gaps and requirements that can be translated into data integration & analytics sales opportunities
Understands IT and OT landscape, including core and non-core systems / applications and their interrelationships
Understands evolving IT and OT trends across Cloud, Big Data and Analytics, IoT etc
Experience in Supporting Enterprise Digital Transformation Programs
Digital marketing - managing customer digital footprint to drive customer experience
Operational System – to support client digital interaction with the Bank
Bank to Bank – and Bank to Business digital interaction
Have been involved in business process transformation applying digital solutions
Able to link technology solutions to business problems
Data management experience within the financial services sector
Experience of linking technology solutions to business problems
Experience of creating and presenting business cases to senior/top management
Strong project management capabilities, ability to manage multiple initiatives concurrently
Strong analytical skills, ability to quickly and accurately assess new situations and identify potential approaches and/or solutions to complex, multi-disciplinary problems.
Credible, accomplished and well recognized individual with good network of contacts at board and senior executive level
Accomplished and recognized influencer. A thought leader, driving industry practices and trends
Customer centric and with strong client-relationship acumen
Consulting experience with top tier consulting firms is a plus
Understands & has knowledge of tools and methodologies such as six sigma, lean, agile etc. Exposure or experience in continuous improvement process, change management and strategy management assignments

MUST HAVE

Strong consultative, communicative, writing, presentation and debating skills
An excellent command of the English language
Demonstrable knowledge and experience of the use of data to improve business performance
A motivated, proactive, organized and self-starting attitude and working style. Strong personal and team goal orientation
Demonstrated consultative approach to business problem solving internally or with the client / prospects and / or partners
Ability to scope and create action plans through business needs analysis which include critical thinking and analytical reasoning that identifies the business opportunity with the most compelling ROI analysis, benefits, risk, and success factors
Experience identifying key business opportunities and initiatives, solutions and overall strategy for meeting business objectives
Experience in capturing business opportunity insight and experiences, documenting lessons learned and best practices for reuse
Either a security clearance or an ability to obtain a clearance through the Defence security clearance process
 HIGHLY DESIRABLE

Experience in working with sales teams to develop and deliver appropriate data-driven solutions for clients
Experience in other competitive data & analytics technologies and systems
Ability to lead small technical teams to generate proposals and perform client technology reviews
Ability to manage and coordinate responses to tenders in complex and competitive environments
PERSONAL ATTRIBUTES

Is motivated, innovative and resourceful
Ability to work flexibly in a rapidly changing, ambiguous and often pressure-filled environment
Ability to influence and coach others
High level of personal integrity
WORK ENVIRONMENT

Team focus - works within a sales team environment where results will be based on cooperation with and / or influence of others
Results orientation – focuses on results and success, conveying a sense of urgency and driving issues to closure. Meeting deadlines and producing high quality work. Optimises available resources
Relationship building – relates to people in an open, friendly and accepting manner. Shows sincere interest in others and their concerns. Initiates and develops relationships with others"	 - Sydney NSW	Banking Industry ConsultantTeradata142 reviews - Sydney NSW	Banking Industry Consultant
1297	"About Nine
As the home of some of Australia’s most trusted and loved brands spanning News, Lifestyle, Entertainment and Sport, Nine prides itself on creating and curating quality content, accessed by consumers when and how they want it.

With investments spanning digital and broadcast, and a business philosophy underpinned by imagination and intelligence, we strive to re-imagine how Australia is entertained and informed and connected through content each and every day.
Nine has a long-running strategic relationship with Microsoft, selling their suite of advertising products while leveraging their world-leading technology, data, insights and innovation. We also have a 50% interest in Stan, as well as interests in RateCity, CarAdvice, Pedestrian.tv and ASX-listed financial services company, Yellow Brick Road.

Our purpose is “to create the future of media” and imagination + intelligence underpins everything we do. When it comes to connecting brands with the passions of Australians, Nine is there.

About the Role
We currently have a vacancy for a Network Control Operator located at our studio in Willoughby.

In this role you will be responsible for the the coordination and technical supervision of television and related data signal transmissions for the Nine Network, including live crosses into various news and entertainment programmes and live sporting events.

As part of a small team, your duties will include:
Set up and management of communications systems, both internal & external.
Controlling the connectivity of television signals throughout the Nine Network.
Operation of broadcast equipment.
Set up of Outside Broadcasts pertaining to on-air, such as Football, Tennis, etc.
Set up of live 2 ways for news programmes.
Coordinating the transfer of programme material within the Networks and other broadcast networks locally and internationally.
Set up and management of communications systems, both internal & external.
This role operates within a 24/7 environment. As result, to be successful in this role you will need to be willing to work on a 24/7 rotating shift roster, including regular overnight and weekend work.

If you wish to be considered for the above opportunity, please apply and submit a copy of your resume and cover letter."	 - Sydney NSW	Network Control OperatorNine Entertainment - Sydney NSWFull-time, Permanent	Network Control Operator
1298	"Requisition ID: 198514
Work Area: Presales
Expected Travel: 0 - 10%
Career Status: Student
Employment Type: Intern
COMPANY DESCRIPTION
SAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures.
SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because it’s the best-run businesses that make the world run better and improve people’s lives.

Company Description
SAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures.
SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because it’s the best-run businesses that make the world run better and improve people’s lives.

Position Summary:

You’re driven. You’re curious. You embrace leading-edge technologies and enjoy working with others to solve complex problems. You know you want to make the most of every opportunity in life and that includes now – while you are studying.

Welcome to SAP’s STAR Program. Our globally supported work integrated learning program provides students studying Business, Information Technology, Computer Science or Software Engineering, real-world experience at SAP, complementing tertiary studies by both guiding and preparing them for a future career. STAR is a paid rotational training program designed to help students jump-start their careers at SAP.
Who are we looking for?
Students who are studying Computer Science or Software Engineering who wish to design, create and deliver extensions to our cloud solutions or contribute to innovative development projects. Working closely together with SAP product, sales, and the services business, you will help realize SAP’s strategic goal of leading in next-generation technologies.
As a STAR Program participant, you will have the opportunity to:
Rotate across several SAP business areas within our Presales organization, including our Industry Value Engineering (IVE) and Innovation teams.
Contribute to the development of new digital business and service models, and concepts that combine edge technology (IoT, blockchain, Machine Learning, Artificial Intelligence, and advanced analytics) with established tech. to deliver business impact
Work alongside creative thinkers and deep experts who share your interests, while turning big ideas into reality for our customers
Gain hands-on exposure to unique SAP product knowledge
Receive on-the-job and structured development and coaching from our Managers and leaders
Work full-time during school breaks and part-time during the academic year - or full time over a semester to gain course credit (please refer to our website for the possible program models)
Gain hands-on practical experience in today’s fast-paced technology industry.
Aren’t sure about a career in Presales?
A career in Presales with SAP will expose you to cutting-edge software and technology and give you the opportunity to work with global clients across industries and geographies.
We rely on our technical Presales teams to ideate, design and build solutions across our platforms, using next-generation technologies, to help us solve our client’s biggest business challenges.
A career in Presales can lead to a role as an:
Innovation Principal who infuses technologies & game-changing innovations into teams and deals and drives Design Thinking adoption in customer engagements.
Enterprise Architect who provides direct support to Sales and Presales in the development and execution of strategies for SAP’s Innovation platform of solutions in complex and strategic sales opportunities.
Program Structure
SAP STAR Program participants will:
Undertake paid work while completing undergraduate studies (please see our website to review the work/study commitments of the program. We can accommodate industry or co-op placements that are required as part of your studies)
Undertake orientation, structured and unstructured learning, mentoring and networking across the duration of the program
Participate in three rotations within our Global Commercial Operations business and be exposed to global clients and cutting-edge technologies
Have an opportunity to be involved in innovative, client-focused projects across topics such as Machine Learning, AI, IoT, Cloud Solutions and SAP HANA.
At the end of the program, have the opportunity to secure a position within our globally recognized SAP Academy, or to be considered for other graduate opportunities within the business.

Qualifications, Skills, and Competencies

STAR Program candidates will be:
Currently enrolled in a degree in Computer Science or Software Engineering and have 12-18 months remaining of coursework
Able to commit to one of the three program models (refer to the website for program models)
Interested in pursuing a career in technology and innovation in a commercial context
Interested in technology and how digital platforms can solve business challenges
Experience in one or more programming language is a requirement (e. g. JAVA, JavaScript, C++, ABAP).
Be driven, curious and passionate about finding solutions to complex business problems
Adaptable, proactive, and willing to learn
Collaborative and team-oriented
Excellent communicators in English (additional languages a plus)
Participation in extracurricular activities desirable

To be eligible to apply
Applicants must meet the following requirements:
Have Australian citizenship or Australian Permanent Residency
Be able to meet the work commitments as part of the program (see here)
Must be from Australian or New Zealand Universities
Be currently studying and have at least 12-18 months left of studies at university.
Our STAR Program Recruitment Process:
Applications close on 16 November 2018. Shortlisted applicants will be contacted for a phone interview. Selected candidates will be invited to attend our full-day Bootcamp Assessment Day, held in Sydney on 3 December. Successful hires will then commence employment in early February 2019.
Click on the ""Apply"" button now to launch your career at SAP.
WHAT YOU GET FROM US
Success is what you make it. At SAP, we help you make it your own. A career at SAP can open many doors for you. If you’re searching for a company that’s dedicated to your ideas and individual growth, recognizes you for your unique contributions, fills you with a strong sense of purpose, and provides a fun, flexible and inclusive work environment – apply now.
SAP'S DIVERSITY COMMITMENT
To harness the power of innovation, SAP invests in the development of its diverse employees. We aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company.
SAP is committed to the principles of Equal Employment Opportunity and to providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team (Americas: Careers.NorthAmerica@sap.com or Careers.LatinAmerica@sap.com, APJ: Careers.APJ@sap.com, EMEA: Careers@sap.com).
Successful candidates might be required to undergo a background verification with an external vendor.
Additional Locations:"	 - Sydney NSW	Presales Technical Role - Student Training and Rotational Program - STARSAP1,786 reviews - Sydney NSW	Presales Technical Role - Student Training and Rotational Program - STAR
1299	"Our client:

Our client is an international employer of choice with an unparalleled reputation within the Australian market place. Operating across multiple sectors but with a significant influence within emerging financial service offerings, our client can offer a learning and development environment and career advancement opportunities which few other Australian employers can.

The role:

As part of our client's in house management consulting division you will provide varied and bespoke process improvement, strategic and transformation advice to all of the group's diverse divisions.
With a change agenda mindset you will be responsible for the assessment and delivery of operational efficiency, productivity and agility opportunities. From there you will provide training, coaching and mentoring of employees and leaders on operational excellence.
Ownership of change and ownership of operational excellence will be yours and to this end you will identify the client’s pain points and change the operating function to result in a better outcome.
A proven and demonstrable track record in helping to transform organisations and a track record of business improvement, (ideally with Lean, Lean Six Sigma, BPR, Agile or similar tools) delivering clear bottom line results will be required. It goes without saying you will have excellent relationship, stakeholder and project management skills.
Individuals with experience in automation, robotics, advanced analytics and/or artificial intelligence; as well as experience in the financial services industry are encouraged to apply.

The successful candidate:
The role holder will have started their career within a Big 4 or Top Tier consulting house and most likely have been focussed on strategy or transformation project work. Thereafter, the individual will have operated in a blue chip corporate environment and be passionate about delivering exemplary customer service.

What’s on offer?
Our client will provide a generous package and depending on experience this will range from $150,000 – 220,000 + super and bonus. In addition you will be surrounded by inspirational leaders and some of the smartest minds in Australian business. This is a fantastic opportunity to advance your career in a business that truly values investment in learning and development.
 #LI-BR1 #LI-43"	 - Sydney NSW	Strategy and process improvement consultantHydrogen Group6 reviews - Sydney NSW$150,000 - $220,000 a year - Permanent	Strategy and process improvement consultant
1300	"Do you have strong skills with MS data analytics, BI & data warehouse tools?
Can you lead consulting engagements including the technical implementation?
Great contract opportunity with an award winning digital solutions provider
Do you have a strong background in business analytics and business intelligence? Can you work with business leaders in a consultative approach? We have a contract Consulting role with a leading ASX listed & award winning organisation focused on providing innovative solutions across data, application and systems that delivers a superior digital experience for its customers. The role will involve ddelivering data analytics services essential for business intelligence interpretation and review
To be considered for this role you will need to possess the following:

Experience with Power BI and Cortana Intelligence Suite
Experience with C/C++, SQL, Python and or R
Demonstrated knowledge in some areas of:
o Analytics reviews and strategies
o Business Intelligence reviews and strategies
o Business Technology Road maps
o Enterprise Architecture Creation/Reviews
o Solution Selection/Product Evaluation
o Business Technology Readiness Reviews
o Cloud Services Analysis and Recommendations
o Migration Strategy/Planning
o Process Optimisation
o Business Review and Business Process Re engineering
o Workflow Automation
o Process Mapping (Workflow Diagrams, Flowcharts)
A relevant tertiary qualification
Minimum 3 years’ experience in a similar role/position
Excellent oral & written communication skills
Outcomes focused
The role is based in North Sydney and will run for a period of 6 months. There will be an opportunity to extend for a high performer. You will work with collaborative, talented and outcomes focused people.

Please email your CV as a MS Word document to jobs@taskgroup.com.au quoting job reference number TR3034."	 - Northern Beaches NSW	Data Analytics ConsultantTask Group - Northern Beaches NSWContract	Data Analytics Consultant
